id,year,author,doi,title,journal,rater,include_final,no_reason,confirmed,type,prereg_link,notes
1130,2018,"Nitta, Hiroshi; Tomita, Haruto; Zhang, Yi; Zhou, Xinxin; Yamada, Yuki",10.1186/s41235-018-0101-z,"Disgust and the rubber hand illusion: a registered replication report of Jalal, Krishnakumar, and Ramachandran (2015)",Cognitive Research: Principles and Implications,moin,no,replication,yes,replication,https://doi.org/10.6084/m9.figshare.6217295,
1004,2020,"Berens, Sam C.; Richards, Blake A.; Horner, Aidan J.",10.1038/s41562-020-0888-8,Dissociating memory accessibility and precision in forgetting,Nature Human Behaviour,moin,yes,,yes,rr,https://doi.org/10.6084/m9.figshare.c.4368464,
1214,2022,"Daniel, Sharon; Andrillon, Thomas; Tsuchiya, Naotsugu; van Boxtel, Jeroen J. A.",10.3758/s13414-021-02352-8,Divided attention in the tactile modality,"Attention, Perception, and Psychophysics",moin,no,no stage 1,no,not_rr_after_all,NA,"No Stage 1 or prereg found, only an amendment"
1231,2022,"Luna, Karlos; Albuquerque, Pedro B.",10.1027/1618-3169/a000549,Do Beliefs About Font Size Affect Retrospective Metamemory Judgments in Addition to Prospective Judgments?,Experimental Psychology,moin,yes,,yes,rr,https://osf.io/z62gk/files/w9cfq,Stage 1 not formally registered
1183,2023,"Yoruk, Asli; Yahya, Mevla; Cangoz-Tavat, Banu",10.1080/20445911.2022.2159964,Do bilinguals have an advantage in prospective memory?,Journal of Cognitive Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1220,2021,"Papenmeier, Frank; Timm, J. David",10.3758/s13414-020-02209-6,Do group ensemble statistics bias visual working memory for individual items? A registered replication of Brady and Alvarez (2011),"Attention, Perception, and Psychophysics",moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1058,2023,"Cruz, Francisco; Palma, Tomás A.; Bansemer, Emil; Correll, Joshua; Fonseca, Sara; Gonçalves, Patrícia; Santos, Ana Sofia",10.1016/j.jesp.2022.104423,"Do individuation instructions reduce the cross-race effect? A registered replication of Hugenberg, Miller, and Claypool (2007)",Journal of Experimental Social Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,"Preg, not an RR"
1142,2022,"Costa, Elaine; Inbar, Yoel; Tannenbaum, David",10.1525/collabra.32607,Do Registered Reports Make Scientific Findings More Believable to the Public?,Collabra,moin,yes,,yes,rr,https://researchbox.org/154,
1112,2021,"Stern, Julia; Schild, Christoph; Jones, Benedict C.; DeBruine, Lisa M.; Hahn, Amanda; Puts, David A.; Zettler, Ingo; Kordsmeyer, Tobias L.; Feinberg, David; Zamfir, Dan; Penke, Lars; Arslan, Ruben C.",10.1016/j.jrp.2021.104092,Do voices carry valid information about a speaker’s personality?,Journal of Research in Personality,moin,yes,,yes,rr,https://osf.io/x4jzq/files/d8t43,Stage 1 not formally registered
1035,2023,"Troll, Eve Sarah; Friese, Malte; Loschelder, David D.",10.1111/bjso.12594,Do we fail to exert self-control because we lack resources or motivation? Competing theories to explain a debated phenomenon,British Journal of Social Psychology,moin,yes,,yes,rr,https://osf.io/4kzxf/overview,
1182,2022,"Abubshait, Abdulaziz; Siri, Giulia; Wykowska, Agnieszka",10.1016/j.actpsy.2022.103660,Does attributing mental states to a robot influence accessibility of information represented during reading?,Acta Psychologica,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1227,2023,"Yüvrük, Elif; Starns, Jeffrey; Kapucu, Aycan",10.1177/17470218221137347,Does misremembering drive false alarms for emotional lures? A diffusion model investigation,Quarterly Journal of Experimental Psychology,moin,yes,,yes,rr,https://osf.io/f7a4j/files/4bqzh,Stage 1 not formally registered
1031,2020,"Aknin, Lara B.; Dunn, Elizabeth W.; Proulx, Jason; Lok, Iris; Norton, Michael I.",10.1037/pspa0000191,Does spending money on others promote happiness?: A registered replication report.,Journal of Personality and Social Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,"Preg, not an RR"
1108,2020,"Ścigała, Karolina Aleksandra; Schild, Christoph; Zettler, Ingo",10.1016/j.jrp.2020.104033,"Doing justice to creative justifications: Creativity, Honesty-Humility, and (un)ethical justifications",Journal of Research in Personality,moin,yes,,yes,rr,https://osf.io/n7r2q/files/kd964,Stage 1 not formally registered
1119,2022,"Crawford, Jennifer L.; Eisenstein, Sarah A.; Peelle, Jonathan E.; Braver, Todd S.",10.1186/s41235-022-00363-z,Domain-general cognitive motivation: Evidence from economic decision-making – Final Registered Report,Cognitive Research: Principles and Implications,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1068,2021,"Demidenko, Michael I.; Ip, Ka I.; Kelly, Dominic P.; Constante, Kevin; Goetschius, Leigh G.; Keating, Daniel P.",10.1016/j.cortex.2021.02.032,"Ecological stress, amygdala reactivity, and internalizing symptoms in preadolescence: Is parenting a buffer?",Cortex,moin,yes,,yes,rr,https://osf.io/46yru/overview,
1090,2021,"Pavlov, Yuri G.; Adamian, Nika; Appelhoff, Stefan; Arvaneh, Mahnaz; Benwell, Christopher S.Y.; Beste, Christian; Bland, Amy R.; Bradford, Daniel E.; Bublatzky, Florian; Busch, Niko A.; Clayson, Peter E.; Cruse, Damian; Czeszumski, Artur; Dreber, Anna; Dumas, Guillaume; Ehinger, Benedikt; Ganis, Giorgio; He, Xun; Hinojosa, José A.; Huber-Huber, Christoph; Inzlicht, Michael; Jack, Bradley N.; Johannesson, Magnus; Jones, Rhiannon; Kalenkovich, Evgenii; Kaltwasser, Laura; Karimi-Rouzbahani, Hamid; Keil, Andreas; König, Peter; Kouara, Layla; Kulke, Louisa; Ladouceur, Cecile D.; Langer, Nicolas; Liesefeld, Heinrich R.; Luque, David; MacNamara, Annmarie; Mudrik, Liad; Muthuraman, Muthuraman; Neal, Lauren B.; Nilsonne, Gustav; Niso, Guiomar; Ocklenburg, Sebastian; Oostenveld, Robert; Pernet, Cyril R.; Pourtois, Gilles; Ruzzoli, Manuela; Sass, Sarah M.; Schaefer, Alexandre; Senderecka, Magdalena; Snyder, Joel S.; Tamnes, Christian K.; Tognoli, Emmanuelle; Van Vugt, Marieke K.; Verona, Edelyn; Vloeberghs, Robin; Welke, Dominik; Wessel, Jan R.; Zakharov, Ilya; Mushtaq, Faisal",10.1016/j.cortex.2021.03.013,EEGManyLabs: Investigating the replicability of influential EEG experiments,Cortex,moin,no,stage 1,no,not_rr_after_all,NA,Stage 1
1073,2022,"Schmalz, Xenia; Mulatti, Claudio; Schulte-Körne, Gerd; Moll, Kristina",10.1016/j.cortex.2022.03.014,Effects of complexity and unpredictability on the learning of an artificial orthography,Cortex,moin,no,partial,yes_change,partial_rr,https://osf.io/ke8r7/overview,was not previoulsy indicated as partial
1175,2023,"Bloom, Paul Alexander; Bartlett, Ella; Kathios, Nicholas; Algharazi, Sameah; Siegelman, Matthew; Shen, Fan; Beresford, Lea; DiMaggio-Potter, Michaelle Evangeline; Singh, Anshita; Bennett, Sarah; Natarajan, Nandhini; Lee, Hannah; Sajid, Sumra; Joyce, Erin; Fischman, Rachel; Hutchinson, Samuel; Pan, Sophie; Tottenham, Nim; Aly, Mariam",10.1080/09658211.2023.2166078,Effects of familiar music exposure on deliberate retrieval of remote episodic and semantic memories in healthy aging adults,Memory,moin,yes,,yes,rr,https://osf.io/kjnwd/files/c2jqm,Stage 1 not formally registered
1201,2023,"Mizuhara, Keita; Nittono, Hiroshi",10.1111/psyp.14261,Effects of respiratory phases on the processing of emotional and non-emotional visual stimuli,Psychophysiology,moin,yes,,yes,rr,https://osf.io/2vm4j/overview,
1128,2019,"Beanland, Vanessa; Wynne, Rachael A.",10.1186/s41235-019-0184-1,Effects of roadside memorials on drivers’ risk perception and eye movements,Cognitive Research: Principles and Implications,moin,yes,,yes,rr,https://doi.org/10.6084/m9.figshare.6181937,
1162,2021,"Moore, Melody M.; Urban-Wojcik, Emily J.; Martin, Elizabeth A.",10.1080/02699931.2021.1874880,Emotional context effects on memory accuracy for neutral information,Cognition and Emotion,moin,no,no stage 1,no,not_rr_after_all,NA,"Preg, not an RR"
1179,2023,"Traikapi, Artemis; Kalli, Ioanna; Kyriakou, Andrea; Stylianou, Elena; Symeou, Rafaella Tereza; Kardama, Akrivi; Christou, Yiolanda Panayiota; Phylactou, Phivos; Konstantinou, Nikos",10.1111/jnp.12299,Episodic memory effects of gamma frequency precuneus transcranial magnetic stimulation in Alzheimer's disease: A randomized multiple baseline study,Journal of Neuropsychology,moin,yes,,yes,rr,https://osf.io/zupj2/overview,
1155,2021,"Gao, Chuanji; Wedell, Douglas H.; Shinkareva, Svetlana V.",10.1080/02699931.2021.1973966,Evaluating non-affective cross-modal congruence effects on emotion perception,Cognition and Emotion,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1103,2024,"Waddell, Jack T.; King, Scott E.; Okey, Sarah A.; Corbin, William R.",10.1037/adb0000969,"Event-level risk for negative alcohol consequences in emerging adults: The role of affect, motivation, and context.",Psychology of Addictive Behaviors,moin,no,no stage 1,no,not_rr_after_all,NA,"Preg, not an RR"
1005,2020,"Horne, Kristina S.; Filmer, Hannah L.; Nott, Zoie E.; Hawi, Ziarih; Pugsley, Kealan; Mattingley, Jason B.; Dux, Paul E.",10.1038/s41562-020-00979-5,Evidence against benefits from cognitive training and transcranial direct current stimulation in healthy older adults,Nature Human Behaviour,moin,yes,,yes,rr,https://osf.io/xhrwz/files/mqf3a,
1161,2021,"Eckland, Nathaniel S.; Letkiewicz, Allison M.; Berenbaum, Howard",10.1080/02699931.2021.1885349,Examining the latent structure of emotional awareness and associations with executive functioning and depression,Cognition and Emotion,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1181,2021,"Macpherson, M.C.; Bîrlӑdeanu, A.; Miles, L.K.",10.1016/j.actpsy.2020.103209,Examining the relationship between subclinical levels of social anxiety and the rubber hand illusion,Acta Psychologica,moin,no,stage 1,no,not_rr_after_all,NA,Stage 1
1210,2024,"Goldenhaus-Manning, David T.; Cooper, Nicholas R.; Loaiza, Vanessa M.",10.3758/s13414-023-02655-y,Examining the role of attention during feature binding in visuospatial working memory,"Attention, Perception, and Psychophysics",moin,yes,,yes,rr,https://osf.io/jr3eh/files/yrm83,Stage 1 not formally registered
1173,2020,"Sachdeva, Chhavi; Gilbert, Sam J.",10.1016/j.concog.2020.103024,Excessive use of reminders: Metacognition and effort-minimisation in cognitive offloading,Consciousness and Cognition,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1002,2019,"Brannon, Skylar M.; Carr, Sarah; Jin, Ellie Shuo; Josephs, Robert A.; Gawronski, Bertram",10.1038/s41562-019-0641-3,Exogenous testosterone increases sensitivity to moral norms in moral dilemma judgements,Nature Human Behaviour,moin,yes,,yes,rr,https://osf.io/rysbe/files/n3suw,
1176,2023,"Riesthuis, Paul; Otgaar, Henry; Bogaard, Glynis; Mangiulli, Ivan",10.1080/09658211.2023.2185931,Factors affecting the forced confabulation effect: a meta-analysis of laboratory studies,Memory,moin,no,meta-analysis,yes,rr,https://osf.io/4mqpx/files/u4mzh,Stage 1 not formally registered; meta-analysis
1091,2023,"Skora, Lina I.; Livermore, James J.A.; Dienes, Zoltan; Seth, Anil K.; Scott, Ryan B.",10.1016/j.cortex.2022.12.003,Feasibility of unconscious instrumental conditioning: A registered replication,Cortex,moin,no,replication,yes,replication,https://osf.io/cmdfs/overview,
1174,2022,"Howard, Andrea L.; Carnrite, Kendra D.; Barker, Erin T.",10.1177/21676968211053523,"First-Year University Students’ Mental Health Trajectories Were Disrupted at the Onset of COVID-19, but Disruptions Were Not Linked to Housing and Financial Vulnerabilities: A Registered Report",Emerging Adulthood,moin,yes,,yes,rr,https://osf.io/2dpkx/overview,
1185,2020,"Tello, Nina; Harika-Germaneau, Ghina; Serra, Wilfried; Jaafari, Nematollah; Chatard, Armand",10.1177/0956797619893062,Forecasting a Fatal Decision: Direct Replication of the Predictive Validity of the Suicide–Implicit Association Test,Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,"Not an RR, authors state this directly"
1064,2022,"Kalenkovich, Evgenii; Shestakova, Anna; Kazanina, Nina",10.1016/j.cortex.2021.09.012,Frequency tagging of syntactic structure or lexical properties; a registered MEG study,Cortex,moin,yes,,yes,rr,https://osf.io/qhg9z/overview,
1072,2019,"Humphries, Stacey; Klooster, Nathaniel; Cardillo, Eileen; Weintraub, Daniel; Rick, Jacqueline; Chatterjee, Anjan",10.1016/j.cortex.2019.09.005,From action to abstraction: The sensorimotor grounding of metaphor in Parkinson's disease,Cortex,moin,yes,,yes,rr,https://osf.io/kpt9e/overview,
1043,2019,"Urbanska, Karolina; McKeown, Shelley; Taylor, Laura K.",10.1016/j.jesp.2019.01.010,From injustice to action: The role of empathy and perceived fairness to address inequality via victim compensation,Journal of Experimental Social Psychology,moin,no,partial,yes_change,partial_rr,https://osf.io/enqd7/overview,Not previously indicated as partial
1199,2019,"Liang, Garston; Newell, Ben; Rakow, Tim; Yechiam, Eldad",10.3758/s13423-019-01594-w,Further investigations of how rare disaster information affects risk taking: A registered replication report,Psychonomic Bulletin & Review,moin,no,replication,yes,replication,https://osf.io/zcuhd/files/wcrej,Stage 1 not formally registered
1125,2020,"Liu, Huanxu; Yang, Jingwen; Yamada, Yuki",10.1186/s41235-020-00261-2,Heat and fraud: evaluating how room temperature influences fraud likelihood,Cognitive Research: Principles and Implications,moin,yes,,yes,rr,https://osf.io/av9px/overview,
1230,2019,"Frech, Marie-Lena; Loschelder, David D.; Friese, Malte",10.1027/1618-3169/a000441,How and Why Different Forms of Expertise Moderate Anchor Precision in Price Decisions,Experimental Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1237,2021,"Spencer, Bettina",10.1111/asap.12266,Impact of racism and sexism in the 2008–2020 US presidential elections,Analyses of Social Issues and Public Poli,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1040,2021,"Lees, Jeffrey",10.1016/j.jesp.2021.104202,"Implicit attitudes matter for social judgments of others' preference, but do not make those judgments more or less accurate",Journal of Experimental Social Psychology,moin,yes,,yes,rr,https://osf.io/qv8cy/overview,
1109,2019,"Ludwig, Rita M.; Flournoy, John C.; Berkman, Elliot T.",10.1016/j.jrp.2019.05.003,Inequality in personality and temporal discounting across socioeconomic status? Assessing the evidence,Journal of Research in Personality,moin,yes,,yes,rr,https://osf.io/sm52z/overview,
1048,2020,"Connor, P.; Stancato, D.; Yildirim, U.; Lee, S.; Chen, S.",10.1016/j.jesp.2020.103967,Inequality in the minimal group paradigm: How relative wealth and its justification influence ingroup bias,Journal of Experimental Social Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1082,2019,"Meijer, David; Veselič, Sebastijan; Calafiore, Carmelo; Noppeney, Uta",10.1016/j.cortex.2019.03.026,Integration of audiovisual spatial signals is not consistent with maximum likelihood estimation,Cortex,moin,no,replication,yes,replication,https://osf.io/xsdk8/files/gkatr,
1193,2022,"Wake, Shannon; Dodd, Helen; Morriss, Jayne",10.1111/bjop.12538,Intolerance of uncertainty and novelty facilitated extinction: The impact of reinforcement schedule,British Journal of Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1164,2021,"West, John T.; Mulligan, Neil W.",10.1080/02699931.2020.1863187,Investigating the replicability and boundary conditions of the mnemonic advantage for disgust,Cognition and Emotion,moin,no,no stage 1,yes_change,not_rr_after_all,NA,"Indicated as replication, not RR though"
1195,2019,"Grubb, Michael A.; Christensen, Gabriela; Albanese, John",10.3758/s13423-019-01591-z,Investigating the role of exogenous cueing on selection history formation,Psychonomic Bulletin & Review,moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1111,2020,"Stern, Chadly; Axt, Jordan",10.1016/j.jrp.2020.103940,Investigating whether group status modulates the relationship between individual differences in epistemic motivation and political conservatism,Journal of Research in Personality,moin,no,no stage 1,no,not_rr_after_all,NA,Found prereg but no Stage 1
1101,2022,"Caton, Neil R.; Pearson, Samuel G.; Dixson, Barnaby J.W.",10.1016/j.evolhumbehav.2022.04.002,Is facial structure an honest cue to real-world dominance and fighting ability in men? A pre-registered direct replication of Třebický et al. (2013),Evolution and Human Behavior,moin,no,no stage 1,no,not_rr_after_all,NA,"Preg, not an RR"
1089,2023,"Zhang, Qinjing; Masuda, Yoshitaka; Toda, Kodai; Ueda, Kohei; Yamada, Yuki",10.1016/j.cortex.2022.10.005,Is the past farther than the future? A registered replication and test of the time-expansion hypothesis based on the filling rate of duration,Cortex,moin,no,replication,yes,replication,https://osf.io/d9ec3/overview,
1046,2022,"McCarthy, Randy J.; Rivers, Alison K.; Jensen, Audra P.; Pawirosetiko, Joy S.; Erickson, Jennifer M.",10.1016/j.jesp.2022.104333,Is the victim-perpetrator asymmetry stronger in situations where blame is being assigned?,Journal of Experimental Social Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,"No Stage 1 or prereg found, also is a partial"
1066,2023,"March, Jessica Amy; Ricketts, Jessie; Tamminen, Jakke",10.1016/j.cortex.2022.10.013,Is word learning capacity restored after a daytime nap?,Cortex,moin,yes,,yes,rr,https://osf.io/yf5xa/overview,
1044,2021,"Schanbacher, Anja D.; Gurdamar-Okutur, Nazli; Faro, David",10.1016/j.jesp.2021.104146,It's no longer “me”: Low past-self-continuity reduces the sunk-cost bias,Journal of Experimental Social Psychology,moin,no,no stage 1,no,not_rr_after_all,NA,"No Stage 1, also is a partial"
1123,2022,"Holdstock, Juliet S.; Dalton, Polly; May, Keith A.; Boogert, Stewart; Mickes, Laura",10.1186/s41235-022-00399-1,Lineup identification in young and older witnesses: does describing the criminal help or hinder?,Cognitive Research: Principles and Implications,moin,no,no stage 1,no,not_rr_after_all,NA,Found prereg but no Stage 1
1060,2021,"Ferguson, Christopher J.",10.1111/desc.13008,Links between screen use and depressive symptoms in adolescents over 16 years: Is there evidence for increased harm?,Developmental Science,moin,yes,,yes,rr,https://osf.io/h8yas/overview,
1219,2021,"Luthra, Sahil; Saltzman, David; Myers, Emily B.; Magnuson, James S.",10.3758/s13414-021-02317-x,Listener expectations and the perceptual accommodation of talker variability: A pre-registered replication,"Attention, Perception, and Psychophysics",moin,no,no stage 1,no,not_rr_after_all,NA,No Stage 1 or prereg found
1107,2022,"Hofer, Gabriela; Macher, Silvia; Neubauer, Aljoscha C.",10.1016/j.jrp.2022.104211,"Love is not blind: What romantic partners know about our abilities compared to ourselves, our close friends, and our acquaintances",Journal of Research in Personality,moin,yes,,yes,rr,https://osf.io/nxegr/files/xy3fv,Stage 1 not formally registered
1018,2018,"Klein, Richard A.; Vianello, Michelangelo; Hasselman, Fred; Adams, Byron G.; AdamsJr., Reginald B.; Alper, Sinan; Aveyard, Mark; Axt, Jordan R.; Babalola, Mayowa T.; Bahník, Štěpán; Batra, Rishtee; Berkics, Mihály; Bernstein, Michael J.; Berry, Daniel R.; Bialobrzeska, Olga; Binan, Evans Dami; Bocian, Konrad; Brandt, Mark J.; Busching, Robert; Rédei, Anna Cabak; Cai, Huajian; Cambier, Fanny; Cantarero, Katarzyna; Carmichael, Cheryl L.; Ceric, Francisco; Chandler, Jesse; Chang, Jen-Ho; Chatard, Armand; Chen, Eva E.; Cheong, Winnee; Cicero, David C.; Coen, Sharon; Coleman, Jennifer A.; Collisson, Brian; Conway, Morgan A.; Corker, Katherine S.; Curran, Paul G.; Cushman, Fiery; Dagona, Zubairu K.; Dalgar, Ilker; Dalla Rosa, Anna; Davis, William E.; de Bruijn, Maaike; De Schutter, Leander; Devos, Thierry; de Vries, Marieke; Doğulu, Canay; Dozo, Nerisa; Dukes, Kristin Nicole; Dunham, Yarrow; Durrheim, Kevin; Ebersole, Charles R.; Edlund, John E.; Eller, Anja; English, Alexander Scott; Finck, Carolyn; Frankowska, Natalia; Freyre, Miguel-Ángel; Friedman, Mike; Galliani, Elisa Maria; Gandi, Joshua C.; Ghoshal, Tanuka; Giessner, Steffen R.; Gill, Tripat; Gnambs, Timo; Gómez, Ángel; González, Roberto; Graham, Jesse; Grahe, Jon E.; Grahek, Ivan; Green, Eva G. T.; Hai, Kakul; Haigh, Matthew; Haines, Elizabeth L.; Hall, Michael P.; Heffernan, Marie E.; Hicks, Joshua A.; Houdek, Petr; Huntsinger, Jeffrey R.; Huynh, Ho Phi; IJzerman, Hans; Inbar, Yoel; Innes-Ker, Åse H.; Jiménez-Leal, William; John, Melissa-Sue; Joy-Gaba, Jennifer A.; Kamiloğlu, Roza G.; Kappes, Heather Barry; Karabati, Serdar; Karick, Haruna; Keller, Victor N.; Kende, Anna; Kervyn, Nicolas; Knežević, Goran; Kovacs, Carrie; Krueger, Lacy E.; Kurapov, German; Kurtz, Jamie; Lakens, Daniël; Lazarević, Ljiljana B.; Levitan, Carmel A.; LewisJr., Neil A.; Lins, Samuel; Lipsey, Nikolette P.; Losee, Joy E.; Maassen, Esther; Maitner, Angela T.; Malingumu, Winfrida; Mallett, Robyn K.; Marotta, Satia A.; Međedović, Janko; Mena-Pacheco, Fernando; Milfont, Taciano L.; Morris, Wendy L.; Murphy, Sean C.; Myachykov, Andriy; Neave, Nick; Neijenhuijs, Koen; Nelson, Anthony J.; Neto, Félix; Lee Nichols, Austin; Ocampo, Aaron; O’Donnell, Susan L.; Oikawa, Haruka; Oikawa, Masanori; Ong, Elsie; Orosz, Gábor; Osowiecka, Malgorzata; Packard, Grant; Pérez-Sánchez, Rolando; Petrović, Boban; Pilati, Ronaldo; Pinter, Brad; Podesta, Lysandra; Pogge, Gabrielle; Pollmann, Monique M. H.; Rutchick, Abraham M.; Saavedra, Patricio; Saeri, Alexander K.; Salomon, Erika; Schmidt, Kathleen; Schönbrodt, Felix D.; Sekerdej, Maciej B.; Sirlopú, David; Skorinko, Jeanine L. M.; Smith, Michael A.; Smith-Castro, Vanessa; Smolders, Karin C. H. J.; Sobkow, Agata; Sowden, Walter; Spachtholz, Philipp; Srivastava, Manini; Steiner, Troy G.; Stouten, Jeroen; Street, Chris N. H.; Sundfelt, Oskar K.; Szeto, Stephanie; Szumowska, Ewa; Tang, Andrew C. W.; Tanzer, Norbert; Tear, Morgan J.; Theriault, Jordan; Thomae, Manuela; Torres, David; Traczyk, Jakub; Tybur, Joshua M.; Ujhelyi, Adrienn; van Aert, Robbie C. M.; van Assen, Marcel A. L. M.; van der Hulst, Marije; van Lange, Paul A. M.; van ’t Veer, Anna Elisabeth; Vásquez- Echeverría, Alejandro; Ann Vaughn, Leigh; Vázquez, Alexandra; Vega, Luis Diego; Verniers, Catherine; Verschoor, Mark; Voermans, Ingrid P. J.; Vranka, Marek A.; Welch, Cheryl; Wichman, Aaron L.; Williams, Lisa A.; Wood, Michael; Woodzicka, Julie A.; Wronska, Marta K.; Young, Liane; Zelenski, John M.; Zhijia, Zeng; Nosek, Brian A.",10.1177/2515245918810225,Many Labs 2: Investigating Variation in Replicability Across Samples and Settings,Advances in Methods and Practices in Psychological Science,moin,no,replication,yes,replication,https://osf.io/c97pd/files/ejcfw,
1030,2020,"Mathur, Maya B.; Bart-Plange, Diane-Jo; Aczel, Balazs; Bernstein, Michael H.; Ciunci, Antonia M.; Ebersole, Charles R.; Falcão, Filipe; Ashbaugh, Kayla; Hilliard, Rias A.; Jern, Alan; Kellier, Danielle J.; Kessinger, Grecia; Kolb, Vanessa S.; Kovacs, Marton; Lage, Caio Ambrosio; Langford, Eleanor V.; Lins, Samuel; Manfredi, Dylan; Meyet, Venus; Moore, Don A.; Nave, Gideon; Nunnally, Christian; Palinkas, Anna; Parks, Kimberly P.; Pessers, Sebastiaan; Ramos, Tiago; Rudy, Kaylis Hase; Salamon, Janos; Shubella, Rachel L.; Silva, Rúben; Steegen, Sara; Stein, L. A. R.; Szaszi, Barnabas; Szecsi, Peter; Tuerlinckx, Francis; Vanpaemel, Wolf; Vlachou, Maria; Wiggins, Bradford J.; Zealley, David; Zrubka, Mark; Frank, Michael C.",10.1177/2515245918785165,Many Labs 5: Registered Multisite Replication of the Tempting-Fate Effects in Risen and Gilovich (2008),Advances in Methods and Practices in Psychological Science,moin,no,replication,yes,replication,https://osf.io/xxf2c/files/8y6st,
1027,2020,"Chartier, Christopher R.; Arnal, Jack D.; Arrow, Holly; Bloxsom, Nicholas G.; Bonfiglio, Diane B. V.; Brumbaugh, Claudia C.; Corker, Katherine S.; Ebersole, Charles R.; Garinther, Alexander; Giessner, Steffen R.; Hughes, Sean; Inzlicht, Michael; Lin, Hause; Mercier, Brett; Metzger, Mitchell; Rangel, Derek; Saunders, Blair; Schmidt, Kathleen; Storage, Daniel; Tocco, Carly",10.1177/2515245920945963,"Many Labs 5: Registered Replication of Albarracín et al. (2008), Experiment 5",Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
1028,2020,"Corker, Katherine S.; Arnal, Jack D.; Bonfiglio, Diane B. V.; Curran, Paul G.; Chartier, Christopher R.; Chopik, William J.; Guadagno, Rosanna E.; Kimbrough, Amanda M.; Schmidt, Kathleen; Wiggins, Bradford J.",10.1177/2515245920925750,"Many Labs 5: Registered Replication of Albarracín et al. (2008), Experiment 7",Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
1022,2020,"Rabagliati, Hugh; Corley, Martin; Dering, Benjamin; Hancock, Peter J. B.; King, Josiah P. J.; Levitan, Carmel A.; Loy, Jia E.; Millen, Ailsa E.",10.1177/2515245919870737,"Many Labs 5: Registered Replication of Crosby, Monin, and Richardson (2008)",Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
1025,2020,"IJzerman, Hans; Ropovik, Ivan; Ebersole, Charles R.; Tidwell, Natasha D.; Markiewicz, Łukasz; de Lima, Tiago Jessé Souza; Wolf, Daniel; Novak, Sarah A.; Collins, W. Matthew; Menon, Madhavi; de Souza, Luana Elayne Cunha; Sawicki, Przemysław; Boucher, Leanne; Białek, Michał; Idzikowska, Katarzyna; Razza, Timothy S.; Kraus, Sue; Weissgerber, Sophia C.; Baník, Gabriel; Kołodziej, Sabina; Babincak, Peter; Schütz, Astrid; Sternglanz, R. Weylin; Gawryluk, Katarzyna; Sullivan, Gavin Brent; Day, Chris R.",10.1177/2515245920916513,"Many Labs 5: Registered Replication of Förster, Liberman, and Kuschel’s (2008) Study 1",Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
1023,2020,"Lazarević, Ljiljana B.; Purić, Danka; Žeželj, Iris; Belopavlović, Radomir; Bodroža, Bojana; Čolić, Marija V.; Ebersole, Charles R.; Ford, Máire; Orlić, Ana; Pedović, Ivana; Petrović, Boban; Shabazian, Ani N.; Stojilović, Darko",10.1177/2515245920953350,Many Labs 5: Registered Replication of LoBue and DeLoache (2008),Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
1029,2020,"Ebersole, Charles R.; Andrighetto, Luca; Casini, Erica; Chiorri, Carlo; Dalla Rosa, Anna; Domaneschi, Filippo; Ferguson, Ian R.; Fryberger, Emily; Giacomantonio, Mauro; Grahe, Jon E.; Joy-Gaba, Jennifer A.; Langford, Eleanor V.; Nichols, Austin Lee; Panno, Angelo; Parks, Kimberly P.; Preti, Emanuele; Richetin, Juliette; Vianello, Michelangelo",10.1177/2515245919885609,"Many Labs 5: Registered Replication of Payne, Burkley, and Stokes (2008), Study 4",Advances in Methods and Practices in Psychological Science,moin,no,no stage 1,no,not_rr_after_all,NA,Preg but no Stage 1
